ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,ModelCategory
2044,YOLOv8 XL,True,True,7,Distance Max,5%,110%,90%,0.6406158637921487,0.4316133716800696,0.10512971142118852,0.39245298229780234,0.5759978557443071,0.36164892647859187,0.04908641484284317,0.3289110656885807,YOLOv8x
2045,YOLOv8 XL,True,True,7,Distance Max,5%,110%,100%,0.6069238856859097,0.3962777519682505,0.10214879174073113,0.3684501431316305,0.5438972168361328,0.33581589558309666,0.04559161973686712,0.3084349107186988,YOLOv8x
2046,YOLOv8 XL,True,True,7,Distance Max,5%,110%,110%,0.6351975361631251,0.43185944722004577,0.12047966042318137,0.3958455479354508,0.5354613922038391,0.3332697977457883,0.0377873107872978,0.30217283357897506,YOLOv8x
2047,YOLOv8 XL,True,True,7,Distance Max,10%,90%,90%,0.7349463171646329,0.5811981543277931,0.2021188868880523,0.506087786126826,0.6071315808161244,0.4665081558808972,0.10548146155395247,0.39304039941699137,YOLOv8x
2048,YOLOv8 XL,True,True,7,Distance Max,10%,90%,100%,0.7241654067601951,0.5585131451811258,0.17945779178253196,0.4873787812412843,0.6684005396926074,0.5046841313518624,0.12770577096296587,0.4335968140024785,YOLOv8x
2049,YOLOv8 XL,True,True,7,Distance Max,10%,90%,110%,0.749646578769504,0.585346899530237,0.19732234055933906,0.5107719396196934,0.6601812677305768,0.5066396985090287,0.1307698318120802,0.4325302660172286,YOLOv8x
2050,YOLOv8 XL,True,True,7,Distance Max,10%,100%,90%,0.7269652665486366,0.5265485860751348,0.1707928150720449,0.4747688892319387,0.6569589026348125,0.46081238431484056,0.11938602534350765,0.41238577076438687,YOLOv8x
2051,YOLOv8 XL,True,True,7,Distance Max,10%,100%,100%,0.7061467507272385,0.5028223051698417,0.17871158917385724,0.46256021502364586,0.6071112868430949,0.4151769012930701,0.0997830686841035,0.3740237522734228,YOLOv8x
2052,YOLOv8 XL,True,True,7,Distance Max,10%,100%,110%,0.7078152120644248,0.504000066099193,0.16162602114647703,0.45781376643669824,0.6359660977302287,0.4548515128561988,0.11105485367292979,0.4006241547531191,YOLOv8x
2053,YOLOv8 XL,True,True,7,Distance Max,10%,110%,90%,0.6492907853902398,0.457001722504195,0.1361731475898009,0.4141552184947453,0.5768508810663995,0.3838891070343173,0.06331156998059222,0.3413505193604363,YOLOv8x
2054,YOLOv8 XL,True,True,7,Distance Max,10%,110%,100%,0.6270270529857305,0.44403230399947735,0.12480622735728604,0.39862186144749806,0.5723296505496984,0.3797618296899936,0.06535000843448657,0.3391471628913929,YOLOv8x
2055,YOLOv8 XL,True,True,7,Distance Max,10%,110%,110%,0.6640217626972418,0.47576486043251176,0.1376593085377207,0.42581531055582483,0.6095579997481397,0.41667688024017235,0.08621722776112285,0.3708173692498116,YOLOv8x
2056,YOLOv8 XL,True,True,7,Distance Max,15%,90%,90%,0.7434131894212148,0.595292958934684,0.21519806071406297,0.5179680696899873,0.6248382110694891,0.4906143479000878,0.14127287185840356,0.41890847694266015,YOLOv8x
2057,YOLOv8 XL,True,True,7,Distance Max,15%,90%,100%,0.7350238548380397,0.5831224526031992,0.231302319842899,0.5164828757613793,0.616153141844189,0.47800125794935666,0.15693193222082824,0.41702877733812466,YOLOv8x
2058,YOLOv8 XL,True,True,7,Distance Max,15%,90%,110%,0.7397294564170054,0.5881892764627495,0.21315501601429854,0.5136912496313512,0.6038033386512405,0.4669138968797436,0.1237938774469271,0.398170370992637,YOLOv8x
2059,YOLOv8 XL,True,True,7,Distance Max,15%,100%,90%,0.7228218319394586,0.5580216484484664,0.2008588524164292,0.49390077760145135,0.6192725872013584,0.47029802892770217,0.12490403340945191,0.40482488317950416,YOLOv8x
2060,YOLOv8 XL,True,True,7,Distance Max,15%,100%,100%,0.7002426263289968,0.5246335974206706,0.16954165841978852,0.464805960723152,0.5739839396162076,0.4351976191581608,0.08360989101694183,0.3642638165971035,YOLOv8x
2061,YOLOv8 XL,True,True,7,Distance Max,15%,100%,110%,0.6868557594048479,0.5191461859501451,0.18055852016287022,0.46218682183928766,0.6059166206615983,0.45158531368227867,0.11548990494414538,0.3909972797626742,YOLOv8x
2062,YOLOv8 XL,True,True,7,Distance Max,15%,110%,90%,0.6704736309155007,0.48071948520289265,0.1498742393222401,0.43368911848021113,0.5767389537922367,0.4087033236466928,0.08105512869606968,0.3554991353783331,YOLOv8x
2063,YOLOv8 XL,True,True,7,Distance Max,15%,110%,100%,0.6809210129197836,0.48948387985005126,0.15902941839920587,0.44314477038968025,0.5794888899101127,0.4170195666507426,0.08160311659790531,0.3593705243862535,YOLOv8x
2064,YOLOv8 XL,True,True,7,Distance Max,15%,110%,110%,0.6847482104302909,0.48158854744512514,0.15776052822644215,0.4413657620339527,0.5660616812827931,0.39411574013127104,0.06715694466771516,0.34244478869392647,YOLOv8x
2065,YOLOv8 XL,True,True,7,Voronoi,0%,90%,90%,0.811441352971043,0.6673719568994456,0.3475481018505507,0.6087871372403466,0.6761838616597109,0.5541886024476311,0.24535724836868222,0.49190990415867475,YOLOv8x
2066,YOLOv8 XL,True,True,7,Voronoi,0%,90%,100%,0.8160441685155694,0.6739535512467013,0.34302087742366594,0.611006199061979,0.6990347775733504,0.5773539679965551,0.2499922484481385,0.5087936646726813,YOLOv8x
2067,YOLOv8 XL,True,True,7,Voronoi,0%,90%,110%,0.8137625622231821,0.6722354516002617,0.3297587140014705,0.6052522426083049,0.7075623938626644,0.5809788571484878,0.2514951439092285,0.5133454649734602,YOLOv8x
2068,YOLOv8 XL,True,True,7,Voronoi,0%,100%,90%,0.7965980180075825,0.6099628454485635,0.2900648757950682,0.565541913083738,0.6519312368628467,0.500459588348816,0.18808298753867356,0.44682460425011206,YOLOv8x
2069,YOLOv8 XL,True,True,7,Voronoi,0%,100%,100%,0.7953817865464575,0.6393005614665664,0.2965355912833314,0.5770726464321184,0.6871314009524797,0.5509094812000495,0.21620008578100833,0.48474698931117916,YOLOv8x
2070,YOLOv8 XL,True,True,7,Voronoi,0%,100%,110%,0.7850592963740942,0.6305838019620355,0.28628419507797775,0.5673090978047024,0.6907600876858486,0.5586678897677787,0.20488907394799413,0.4847723504672071,YOLOv8x
2071,YOLOv8 XL,True,True,7,Voronoi,0%,110%,90%,0.7699601889506016,0.6176387955330631,0.2538879922601279,0.5471623255812642,0.6617303332493747,0.5261559279005286,0.16991717674195,0.4526011459639511,YOLOv8x
2072,YOLOv8 XL,True,True,7,Voronoi,0%,110%,100%,0.7542806511970126,0.5775224419745226,0.22988142490665794,0.5205615060260644,0.6532539157927443,0.48920404239602494,0.15696223484501,0.4331400643445931,YOLOv8x
2073,YOLOv8 XL,True,True,7,Voronoi,0%,110%,110%,0.7514226221601503,0.5875123452489717,0.22891413929690416,0.5226163689020087,0.652578095004705,0.501606436248396,0.15017653348289875,0.43478702157866667,YOLOv8x
2074,YOLOv8 XL,True,True,7,Voronoi,5%,90%,90%,0.8364257896804506,0.6922458491264225,0.36676753679077223,0.6318130585325483,0.7181611691293435,0.5966379306914997,0.2810028715111633,0.5319339904440021,YOLOv8x
2075,YOLOv8 XL,True,True,7,Voronoi,5%,90%,100%,0.8147054503449345,0.6682880105820133,0.3487926729534442,0.6105953779601306,0.7056812921198448,0.5834248632473678,0.2613913458025097,0.5168325003899075,YOLOv8x
2076,YOLOv8 XL,True,True,7,Voronoi,5%,90%,110%,0.8059744747197285,0.6718649801634712,0.3637401620944191,0.613859872325873,0.731168216642776,0.5950052077003577,0.2936497578503283,0.5399410607311539,YOLOv8x
2077,YOLOv8 XL,True,True,7,Voronoi,5%,100%,90%,0.7898010384720084,0.6336311785767026,0.27491125733818306,0.5661144914622981,0.7035084182675896,0.5711054613386044,0.21202990014563786,0.495547926583944,YOLOv8x
2078,YOLOv8 XL,True,True,7,Voronoi,5%,100%,100%,0.8072339689362195,0.6414980009235818,0.3070828374545227,0.5852716024381079,0.6949587247395003,0.5512671829981078,0.22332834630622345,0.4898514180146105,YOLOv8x
2079,YOLOv8 XL,True,True,7,Voronoi,5%,100%,110%,0.7991145261431261,0.6353877839640171,0.327236134141633,0.5872461480829253,0.6408715038241156,0.5019091524364795,0.21837484365755655,0.45371849997271724,YOLOv8x
2080,YOLOv8 XL,True,True,7,Voronoi,5%,110%,90%,0.7568996220559713,0.5989702134119326,0.25034207001423664,0.5354039684940467,0.6593684227644191,0.5109062020433776,0.1687606872434558,0.4463451040170841,YOLOv8x
2081,YOLOv8 XL,True,True,7,Voronoi,5%,110%,100%,0.788891971364731,0.6238565021589477,0.2591645015674443,0.5573043250303743,0.6675293757477267,0.5301754325146505,0.1781058869116003,0.4586035650579925,YOLOv8x
2082,YOLOv8 XL,True,True,7,Voronoi,5%,110%,110%,0.7208197591341812,0.5555340714810835,0.2171301624650697,0.49782799769344477,0.6122052599931953,0.460667846115543,0.13765909618593894,0.40351073409822574,YOLOv8x
2083,YOLOv8 XL,True,True,7,Voronoi,10%,90%,90%,0.7988834713099837,0.6742782983153726,0.34461678819284974,0.605926185939402,0.7272212927213478,0.6133287653871742,0.2825138113229908,0.5410212898105042,YOLOv8x
2084,YOLOv8 XL,True,True,7,Voronoi,10%,90%,100%,0.8424613779226904,0.703671540509094,0.38290450478624477,0.6430124744060097,0.7078899747992049,0.5954597018191479,0.2795027534110534,0.5276174766764687,YOLOv8x
2085,YOLOv8 XL,True,True,7,Voronoi,10%,90%,110%,0.8209937855778721,0.6716525194205806,0.3820593767428633,0.624901893913772,0.6945872652458863,0.569665012533241,0.2788493052149169,0.514367194331348,YOLOv8x
2086,YOLOv8 XL,True,True,7,Voronoi,10%,100%,90%,0.8153251414480359,0.676589993491081,0.3099204863835352,0.6006118737742173,0.6800800249032042,0.5658692422510208,0.21969088509290727,0.48854671741571076,YOLOv8x
2087,YOLOv8 XL,True,True,7,Voronoi,10%,100%,100%,0.8183469334062528,0.6723230460633756,0.3279569914716799,0.6062089903137694,0.703544015281655,0.5796370735301952,0.24828753563889627,0.5104895414835822,YOLOv8x
2088,YOLOv8 XL,True,True,7,Voronoi,10%,100%,110%,0.8083857249374137,0.6703177306898128,0.32476738734074173,0.6011569476559895,0.697191994787444,0.5762786233519931,0.24258752052481225,0.5053527128880831,YOLOv8x
2089,YOLOv8 XL,True,True,7,Voronoi,10%,110%,90%,0.7178222130323778,0.5592672932795916,0.24138945945505982,0.5061596552556764,0.6199642041711322,0.4832888355492811,0.16108575262331828,0.42144626411457714,YOLOv8x
2090,YOLOv8 XL,True,True,7,Voronoi,10%,110%,100%,0.7496356168469916,0.6040604512528163,0.24073568859194142,0.5314772522305831,0.6686855362973224,0.5321474216253042,0.16844980963014475,0.456427589184257,YOLOv8x
2091,YOLOv8 XL,True,True,7,Voronoi,10%,110%,110%,0.7581838523251108,0.6138730296873739,0.2412879976083173,0.5377816265402672,0.6526172924222156,0.5212971064924102,0.15844936600594306,0.44412125497352295,YOLOv8x
2092,YOLOv8 XL,True,True,7,Voronoi,15%,90%,90%,0.8613591355840002,0.7189979840747085,0.4057348316709436,0.6620306504432174,0.7172963973317859,0.6033782849468498,0.29422214460205903,0.5382989422935649,YOLOv8x
2093,YOLOv8 XL,True,True,7,Voronoi,15%,90%,100%,0.842849824705899,0.7053580178708703,0.375116539460897,0.6411081273458887,0.7156797822151977,0.6048689450979189,0.274375939946425,0.5316415557531806,YOLOv8x
2094,YOLOv8 XL,True,True,7,Voronoi,15%,90%,110%,0.8239154889534365,0.6791691459937241,0.37091345951533705,0.6246660314874993,0.7212817934984393,0.6010396474650941,0.28781033089306923,0.5367105906188675,YOLOv8x
2095,YOLOv8 XL,True,True,7,Voronoi,15%,100%,90%,0.8221346658285823,0.6778611399814813,0.3329598565213199,0.6109852207771279,0.6693479469338821,0.5583957841139018,0.23111021438839735,0.48628464847872704,YOLOv8x
2096,YOLOv8 XL,True,True,7,Voronoi,15%,100%,100%,0.785295054469129,0.6347483397016079,0.31163026316579356,0.5772245524455101,0.6815937834003366,0.5539433531444022,0.2362888333293396,0.49060865662469283,YOLOv8x
2097,YOLOv8 XL,True,True,7,Voronoi,15%,100%,110%,0.7999540433714141,0.6565074092026113,0.31648141158606,0.5909809547200284,0.6903135332918494,0.5685230928217521,0.2299275976616326,0.4962547412584114,YOLOv8x
2098,YOLOv8 XL,True,True,7,Voronoi,15%,110%,90%,0.752593664703423,0.6138098572810867,0.24830763347355522,0.5382370518193552,0.6868382449258211,0.5567148077415741,0.18848783184011034,0.4773469615025019,YOLOv8x
2099,YOLOv8 XL,True,True,7,Voronoi,15%,110%,100%,0.7526065841121153,0.6021003259169223,0.24892487203473268,0.5345439273545902,0.684029675810223,0.548172932003447,0.19376672608401313,0.47532311129922766,YOLOv8x
2100,YOLOv8 XL,True,True,7,Voronoi,15%,110%,110%,0.7756963114436636,0.6236798674617274,0.29342436927993193,0.5642668493951076,0.6531604446997138,0.513033348165299,0.2046829225412111,0.456958905135408,YOLOv8x
2101,YOLOv8 XL,True,False,1,Random,0%,90%,,0.8848411989006056,0.8132156256084303,0.5313678190467881,0.7431415478519414,0.736360562829903,0.6879092235531928,0.4066098673378165,0.6102932179069709,YOLOv8x
2102,YOLOv8 XL,True,False,1,Random,0%,100%,,0.8689738139111217,0.801461054971794,0.4938583997713792,0.7214310895514318,0.7515945564938632,0.7041178390680984,0.39670375087520926,0.6174720488123903,YOLOv8x
2103,YOLOv8 XL,True,False,1,Random,0%,110%,,0.860517895557229,0.7757345818122258,0.4935354727602602,0.709929316709905,0.7458563217566733,0.68777432398259,0.39474577775440156,0.6094588078312215,YOLOv8x
2104,YOLOv8 XL,True,False,1,Random,5%,90%,,0.8846065442127701,0.8242509530634714,0.5105036724804176,0.739787056585553,0.745632658610621,0.7051835075372977,0.39637974389694475,0.6157319700149545,YOLOv8x
2105,YOLOv8 XL,True,False,1,Random,5%,100%,,0.8626556163660272,0.7914131417427156,0.48334432639238234,0.7124710281670416,0.754967850924002,0.7056668762634385,0.3956001216364175,0.6187449496079527,YOLOv8x
2106,YOLOv8 XL,True,False,1,Random,5%,110%,,0.8632761782606897,0.79339695817773,0.5107234666474604,0.7224655343619599,0.7281659707455209,0.6796898764091668,0.39300117708167515,0.6002856747454544,YOLOv8x
2107,YOLOv8 XL,True,False,1,Random,10%,90%,,0.867376097956714,0.798590823312666,0.5009558373594543,0.7223075862096114,0.7239011086859348,0.6765732322575237,0.37867757810877156,0.5930506396840767,YOLOv8x
2108,YOLOv8 XL,True,False,1,Random,10%,100%,,0.874539710052981,0.7996965913120517,0.4937901984056087,0.7226754999235471,0.7388203021159547,0.6860432710187402,0.3938374272382782,0.606233666790991,YOLOv8x
2109,YOLOv8 XL,True,False,1,Random,10%,110%,,0.8701358141758112,0.7990735091038695,0.5192303953483579,0.7294799062093461,0.725614760860497,0.6772835231606206,0.39211157410551245,0.5983366193755434,YOLOv8x
2110,YOLOv8 XL,True,False,1,Random,15%,90%,,0.8823917354201497,0.8125654795927303,0.5056090815215828,0.733522098844821,0.7542827463856051,0.7066774809521503,0.4061345390792469,0.6223649221390007,YOLOv8x
2111,YOLOv8 XL,True,False,1,Random,15%,100%,,0.8661493930417293,0.7986787443145944,0.500822948056966,0.7218836951377634,0.7499947997109309,0.7023504436756687,0.40176339837073705,0.6180362139191122,YOLOv8x
2112,YOLOv8 XL,True,False,1,Random,15%,110%,,0.8610877347812865,0.786743218338293,0.4803933660526476,0.7094081063907424,0.746675832946006,0.6935600064822982,0.3853171293674494,0.6085176562652512,YOLOv8x
2113,YOLOv8 XL,True,False,1,Distance Max,0%,90%,,0.8705389414864008,0.8000991581983963,0.5033026021594262,0.724646900614741,0.7437644055330862,0.6951717410485084,0.3979141715885867,0.6122834393900604,YOLOv8x
2114,YOLOv8 XL,True,False,1,Distance Max,0%,100%,,0.8748130382702487,0.8051737826698748,0.507287006939885,0.7290912759600028,0.7524164092228508,0.7054862370407704,0.40273773246320677,0.6202134595756094,YOLOv8x
2115,YOLOv8 XL,True,False,1,Distance Max,0%,110%,,0.8459114855688022,0.7561952753412426,0.43377926123365385,0.6786286740478995,0.7476045170150871,0.6833482331504839,0.3470349466762898,0.5926625656139536,YOLOv8x
2116,YOLOv8 XL,True,False,1,Distance Max,5%,90%,,0.8699915920930461,0.8024570713731892,0.50151650177581,0.7246550550806818,0.7428238560954563,0.6965451336722679,0.40038669069457117,0.6132518934874319,YOLOv8x
2117,YOLOv8 XL,True,False,1,Distance Max,5%,100%,,0.8640752200815666,0.7884913784948155,0.4980316009649254,0.7168660665137692,0.7085506028081303,0.6554894399458014,0.3775654235191253,0.5805351554243524,YOLOv8x
2118,YOLOv8 XL,True,False,1,Distance Max,5%,110%,,0.8695741428510185,0.802259015776304,0.5400069393556262,0.7372800326609829,0.7273190393682676,0.6811584778565538,0.4099445575069517,0.6061406915772577,YOLOv8x
2119,YOLOv8 XL,True,False,1,Distance Max,10%,90%,,0.8735917504105599,0.8048621488148802,0.4806501946470524,0.7197013646241641,0.7819834529931754,0.7348754403334662,0.4073243308983582,0.6413944080749999,YOLOv8x
2120,YOLOv8 XL,True,False,1,Distance Max,10%,100%,,0.8716477300356834,0.792428277541244,0.4973526980415525,0.72047623520616,0.747046382938041,0.6923750594640059,0.3935898784657475,0.6110037736225982,YOLOv8x
2121,YOLOv8 XL,True,False,1,Distance Max,10%,110%,,0.8607307830397679,0.785966223362985,0.47740373679649034,0.7080335810664145,0.7315246005261185,0.678427447917333,0.3767852376071863,0.5955790953502126,YOLOv8x
2122,YOLOv8 XL,True,False,1,Distance Max,15%,90%,,0.8759619254447658,0.8038336480598941,0.4994813989403288,0.726425657481663,0.7494153547398479,0.6984406833270188,0.3931515891940385,0.6136692090869684,YOLOv8x
2123,YOLOv8 XL,True,False,1,Distance Max,15%,100%,,0.8561597490711406,0.7784993621040459,0.46710310353030454,0.7005874049018304,0.7512959912891435,0.6965579347534745,0.3806958634661241,0.609516596502914,YOLOv8x
2124,YOLOv8 XL,True,False,1,Distance Max,15%,110%,,0.8465825055593534,0.7705336627290811,0.4658596653334305,0.694325277873955,0.7420674718785814,0.6900252037183646,0.37334235943724026,0.6018116783447287,YOLOv8x
2125,YOLOv8 XL,True,False,1,Voronoi,0%,90%,,0.8760910842210838,0.8049297662071266,0.4951492801430667,0.7253900435237591,0.7559889154155564,0.706186507802873,0.39861576317175024,0.6202637287967265,YOLOv8x
2126,YOLOv8 XL,True,False,1,Voronoi,0%,100%,,0.870388540500242,0.802460967423518,0.5025942865068606,0.7251479314768735,0.7559476836237407,0.7086931363409308,0.4003948672895304,0.6216785624180673,YOLOv8x
2127,YOLOv8 XL,True,False,1,Voronoi,0%,110%,,0.8597924377058611,0.7872207027157159,0.5008846035652645,0.7159659146622805,0.7460230838878441,0.6941474290213238,0.39836798042895305,0.6128461644460403,YOLOv8x
2128,YOLOv8 XL,True,False,1,Voronoi,5%,90%,,0.8694390901710366,0.793588707070465,0.4874652837867712,0.7168310270094242,0.7431462267532173,0.6896689833905815,0.3846930843802566,0.6058360981746851,YOLOv8x
2129,YOLOv8 XL,True,False,1,Voronoi,5%,100%,,0.8651924237810631,0.7960522314542047,0.4912073155961449,0.7174839902771376,0.7666395608924804,0.716950740619162,0.40548182154227524,0.6296907076846392,YOLOv8x
2130,YOLOv8 XL,True,False,1,Voronoi,5%,110%,,0.8592252883206926,0.7838736345615809,0.5145050583041101,0.7192013270621279,0.7256945401261301,0.6727018854791001,0.3963491890396532,0.5982485382149612,YOLOv8x
2131,YOLOv8 XL,True,False,1,Voronoi,10%,90%,,0.8706413628815093,0.7974812108167915,0.49181377046825103,0.7199787813888506,0.7428168492554803,0.6912081582146179,0.3887963132661871,0.6076071069120951,YOLOv8x
2132,YOLOv8 XL,True,False,1,Voronoi,10%,100%,,0.8703645961486464,0.7991092851205813,0.5012686836840146,0.7235808549844142,0.7465198296792828,0.6964140424508848,0.39431794307270174,0.6124172717342897,YOLOv8x
2133,YOLOv8 XL,True,False,1,Voronoi,10%,110%,,0.8561207591171188,0.7820060474944741,0.5000379387918577,0.7127215818011501,0.7256043133388511,0.6729092869534296,0.3771511124626892,0.59188823758499,YOLOv8x
2134,YOLOv8 XL,True,False,1,Voronoi,15%,90%,,0.8712693109018845,0.8027374087474769,0.4810521728701379,0.7183529641731663,0.7700166821002764,0.7205558596721946,0.3994438265983492,0.6300054561236068,YOLOv8x
2135,YOLOv8 XL,True,False,1,Voronoi,15%,100%,,0.8742539887641401,0.8037481926982123,0.5021437634833565,0.726715314981903,0.7480522330345523,0.7002788157874098,0.3909617926080685,0.6130976138100103,YOLOv8x
2136,YOLOv8 XL,True,False,1,Voronoi,15%,110%,,0.8699842920470737,0.7987539395977828,0.5078031857016236,0.72551380578216,0.7644066300637282,0.7146381550602922,0.41097003524939424,0.6300049401244716,YOLOv8x
2137,YOLOv8 XL,True,False,2,Random,0%,90%,,0.8746532774722825,0.8033174184943048,0.46869372190439396,0.7155548059569938,0.755531399075687,0.7054786713734675,0.3788940507105964,0.6133013737199171,YOLOv8x
2138,YOLOv8 XL,True,False,2,Random,0%,100%,,0.8618928692335697,0.7841539930522912,0.47215289606133376,0.7060665861157316,0.7373899886157846,0.6846265782948491,0.3692350669236305,0.5970838779447547,YOLOv8x
2139,YOLOv8 XL,True,False,2,Random,0%,110%,,0.87053342248886,0.7921984789524383,0.4905285558330846,0.7177534857581276,0.7508491328296454,0.6977546092688031,0.3909761950663555,0.6131933123882679,YOLOv8x
2140,YOLOv8 XL,True,False,2,Random,5%,90%,,0.8703244012352773,0.8056702349709844,0.48243150002241714,0.7194753787428929,0.7523162029253324,0.7070170617256161,0.39021802121138377,0.6165170952874441,YOLOv8x
2141,YOLOv8 XL,True,False,2,Random,5%,100%,,0.8712586972706952,0.7994102661160456,0.5072849888948996,0.7259846507605467,0.7443877327027729,0.6954935876241763,0.403235222473975,0.6143721809336414,YOLOv8x
2142,YOLOv8 XL,True,False,2,Random,5%,110%,,0.8651609655869226,0.7913117407045467,0.48857449136948006,0.7150157325536497,0.7459986891208321,0.6937936675439449,0.38432594306828627,0.6080394332443544,YOLOv8x
2143,YOLOv8 XL,True,False,2,Random,10%,90%,,0.8727126843118752,0.8014320646910875,0.49186622310162764,0.7220036573681968,0.7542018714840597,0.7040128792715591,0.39627097384281434,0.6181619081994778,YOLOv8x
2144,YOLOv8 XL,True,False,2,Random,10%,100%,,0.8672285750337319,0.7958993497861941,0.49978666605689126,0.7209715302922725,0.7444214826394268,0.694672889147686,0.3930596015003795,0.6107179910958308,YOLOv8x
2145,YOLOv8 XL,True,False,2,Random,10%,110%,,0.8539657838744329,0.7809697588572498,0.46679431316553,0.7005766186324043,0.7411276345997869,0.6890116651707017,0.37316665583582187,0.6011019852021036,YOLOv8x
2146,YOLOv8 XL,True,False,2,Random,15%,90%,,0.877739160348654,0.815010691603341,0.5357593467047119,0.7428363995522356,0.7458731550570552,0.6965088140831048,0.4254505448442327,0.6226108379947977,YOLOv8x
2147,YOLOv8 XL,True,False,2,Random,15%,100%,,0.86911896386377,0.7922606483672684,0.5141142088734131,0.725164607034817,0.7559969460648641,0.7031684847148889,0.41898019356093236,0.6260485414468953,YOLOv8x
2148,YOLOv8 XL,True,False,2,Random,15%,110%,,0.8564926011665388,0.7745136471828267,0.46125386611924585,0.6974200381562037,0.7361845307218954,0.6787185521383684,0.36129060523985096,0.5920645627000384,YOLOv8x
2149,YOLOv8 XL,True,False,2,Distance Max,0%,90%,,0.8161827769445598,0.7417518489983161,0.43288086556637334,0.6636051638364164,0.6863951410115519,0.6337262799307206,0.3287995293638168,0.5496403167686964,YOLOv8x
2150,YOLOv8 XL,True,False,2,Distance Max,0%,100%,,0.8468767586949557,0.757838947122777,0.44579311662012877,0.6835029408126204,0.7418791473583564,0.6746949926056909,0.35427009645113183,0.590281412138393,YOLOv8x
2151,YOLOv8 XL,True,False,2,Distance Max,0%,110%,,0.8405547504251177,0.7521834944671141,0.41238907353755205,0.6683757728099279,0.7391039806763575,0.6727393951367318,0.336230193162162,0.582691189658417,YOLOv8x
2152,YOLOv8 XL,True,False,2,Distance Max,5%,90%,,0.8675070220179588,0.7978239556724189,0.4716897742080669,0.7123402506328149,0.7503101913900796,0.7007494946188624,0.3796163858357918,0.6102253572815781,YOLOv8x
2153,YOLOv8 XL,True,False,2,Distance Max,5%,100%,,0.8581177690781274,0.7699236705629764,0.4687243868294463,0.6989219421568502,0.743260372177358,0.676524191491234,0.37345527825274283,0.5977466139737784,YOLOv8x
2154,YOLOv8 XL,True,False,2,Distance Max,5%,110%,,0.850553670214431,0.7597354313282112,0.4477908188056964,0.6860266401161128,0.7379567766491102,0.6702352520248108,0.35830319557897816,0.5888317414176332,YOLOv8x
2155,YOLOv8 XL,True,False,2,Distance Max,10%,90%,,0.8731265970780333,0.810513083152451,0.5203893375300059,0.7346763392534967,0.7557303228083,0.7135383231962031,0.4192329011163346,0.6295005157069459,YOLOv8x
2156,YOLOv8 XL,True,False,2,Distance Max,10%,100%,,0.8538190162069291,0.7742610428633784,0.471475518259772,0.6998518591100267,0.7352216685710118,0.6805815168823812,0.3786260040796167,0.5981430631776699,YOLOv8x
2157,YOLOv8 XL,True,False,2,Distance Max,10%,110%,,0.8464456106522311,0.7807894987914517,0.4643042300873987,0.6971797798436937,0.702486662317036,0.658209860423933,0.3453576945871861,0.5686847391093851,YOLOv8x
2158,YOLOv8 XL,True,False,2,Distance Max,15%,90%,,0.8340075252898834,0.7707296832967241,0.4600945975784888,0.6882772687216988,0.7193956264838648,0.6765663269262859,0.3794834968565657,0.5918151500889054,YOLOv8x
2159,YOLOv8 XL,True,False,2,Distance Max,15%,100%,,0.8356541523517661,0.7690635698842908,0.4896649889905943,0.6981275704088838,0.7116418171993137,0.6642862277946199,0.39120217955299835,0.5890434081823106,YOLOv8x
2160,YOLOv8 XL,True,False,2,Distance Max,15%,110%,,0.8212893096353432,0.7531834330831063,0.49115695586123537,0.6885432328598948,0.6856019595283821,0.6381802466052626,0.37716381900396345,0.5669820083792028,YOLOv8x
2161,YOLOv8 XL,True,False,2,Voronoi,0%,90%,,0.8757608273264547,0.8080782837460595,0.5164628186226872,0.733433976565067,0.7360082390689563,0.6899578593291908,0.4043534036130573,0.6101065006704016,YOLOv8x
2162,YOLOv8 XL,True,False,2,Voronoi,0%,100%,,0.8672051515114633,0.7952363822623861,0.48908956689796634,0.7171770335572719,0.7223431006085205,0.6733811175228256,0.3638224510029048,0.5865155563780836,YOLOv8x
2163,YOLOv8 XL,True,False,2,Voronoi,0%,110%,,0.856301136037503,0.772147876826035,0.4741888434378301,0.7008792854337893,0.712485994685139,0.6533131675542219,0.35552725076265124,0.5737754710006707,YOLOv8x
2164,YOLOv8 XL,True,False,2,Voronoi,5%,90%,,0.8655196278491881,0.7906690348491531,0.5038052107624372,0.7199979578202593,0.7301470291372575,0.678426414292845,0.39206012275765895,0.6002111887292538,YOLOv8x
2165,YOLOv8 XL,True,False,2,Voronoi,5%,100%,,0.8637391235894032,0.8000340723517476,0.49751342110031826,0.7204288723471564,0.7659409109006803,0.7148337844218848,0.41262374401528995,0.6311328131126184,YOLOv8x
2166,YOLOv8 XL,True,False,2,Voronoi,5%,110%,,0.8432914795592369,0.7599784813116657,0.44328970015800473,0.6821865536763023,0.7020670490853812,0.6423579301712579,0.33333527669731716,0.5592534186513187,YOLOv8x
2167,YOLOv8 XL,True,False,2,Voronoi,10%,90%,,0.8727807792036181,0.8030589588206738,0.4914790052284307,0.722439581084241,0.7539238010005097,0.7049601965921678,0.39362695281815263,0.6175036501369434,YOLOv8x
