ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,ModelCategory
3607,Mask R-CNN,True,False,5,Distance Max,10%,90%,,0.8079166171388072,0.7421576933925121,0.4409529232002815,0.6636757445772004,0.6594099060331783,0.6082083044381248,0.3484105023109908,0.538676237594098,Mask R-CNN
3608,Mask R-CNN,True,False,5,Distance Max,10%,100%,,0.782646133731838,0.7138849394745637,0.44280159455010115,0.6464442225855009,0.6013078709120534,0.5475511779056104,0.3204447937981494,0.4897679475386043,Mask R-CNN
3609,Mask R-CNN,True,False,5,Distance Max,10%,110%,,0.7058737452557255,0.6429804564470504,0.36527458797658013,0.5713762632264522,0.6135304644617371,0.5632877055699619,0.3135678065210044,0.49679532551756783,Mask R-CNN
3610,Mask R-CNN,True,False,5,Distance Max,15%,90%,,0.7558545668851678,0.7001449995365119,0.42230780938552764,0.6261024586024024,0.6042716022134984,0.5617080304414891,0.3234279117071473,0.4964691814540451,Mask R-CNN
3611,Mask R-CNN,True,False,5,Distance Max,15%,100%,,0.7514088489335752,0.688229867527174,0.42339890271534236,0.6210125397253637,0.6020727869267845,0.5531229148242756,0.324816224652411,0.493337308801157,Mask R-CNN
3612,Mask R-CNN,True,False,5,Distance Max,15%,110%,,0.7440243263094752,0.675749287775436,0.4202028323490256,0.6133254821446457,0.6069326227084126,0.557489720738655,0.32954356661982764,0.4979886366889651,Mask R-CNN
3613,Mask R-CNN,True,False,5,Voronoi,0%,90%,,0.7826691777314234,0.7141101178076232,0.4406017203838615,0.6457936719743027,0.6391603632297997,0.5854250452620058,0.35065305240897493,0.5250794869669269,Mask R-CNN
3614,Mask R-CNN,True,False,5,Voronoi,0%,100%,,0.7742566892786538,0.7126867164155363,0.4632856819797868,0.6500763625579923,0.634149887335462,0.5867356413609052,0.3687586118475974,0.5298813801813216,Mask R-CNN
3615,Mask R-CNN,True,False,5,Voronoi,0%,110%,,0.7725313234529734,0.711072285883578,0.44379966566321755,0.6424677583332563,0.632500498678991,0.585390313090391,0.3573086784115221,0.525066496726968,Mask R-CNN
3616,Mask R-CNN,True,False,5,Voronoi,5%,90%,,0.7829006792111144,0.7182698206532833,0.43908661221728906,0.6467523706938956,0.6394384337133497,0.5897782790928516,0.3509021250069163,0.5267062792710393,Mask R-CNN
3617,Mask R-CNN,True,False,5,Voronoi,5%,100%,,0.7734325456812363,0.7114801789704781,0.4627020149056843,0.6492049131857995,0.634042502741329,0.5856672652925291,0.3685621141088291,0.5294239607142291,Mask R-CNN
3618,Mask R-CNN,True,False,5,Voronoi,5%,110%,,0.7746819512038685,0.7132698795138008,0.4474839947136827,0.6451452751437841,0.634473305465872,0.5869090380405002,0.35746380739812056,0.5262820503014977,Mask R-CNN
3619,Mask R-CNN,True,False,5,Voronoi,10%,90%,,0.7824293801940186,0.7220265386307051,0.46584960446092194,0.6567685077618819,0.63256543694022,0.5853731410792925,0.3676313255808271,0.5285233012001133,Mask R-CNN
3620,Mask R-CNN,True,False,5,Voronoi,10%,100%,,0.774272104984447,0.7090227339861512,0.44455766649657635,0.6426175018223914,0.634149887335462,0.5837712370611167,0.3549157483465842,0.5242789575810543,Mask R-CNN
3621,Mask R-CNN,True,False,5,Voronoi,10%,110%,,0.7728257582401316,0.7117494749553569,0.4431628403750377,0.6425793578568421,0.6338212663037159,0.5866709106180714,0.3560147193591939,0.5255022987603272,Mask R-CNN
3622,Mask R-CNN,True,False,5,Voronoi,15%,90%,,0.782890311088525,0.7120820632871909,0.4381853086121046,0.6443858943292735,0.6394384337133497,0.5838682687052292,0.34859733242407026,0.5239680116142165,Mask R-CNN
3623,Mask R-CNN,True,False,5,Voronoi,15%,100%,,0.7746422131873041,0.7098350928789592,0.46174287192698793,0.6487400593310838,0.634478508367208,0.5846988323646936,0.36943771908256595,0.5295383532714892,Mask R-CNN
3624,Mask R-CNN,True,False,5,Voronoi,15%,110%,,0.773536030114606,0.7130260359228852,0.4501638146616176,0.6455752935663697,0.6332572840443712,0.5866050408153595,0.3598327019997964,0.5265650089531757,Mask R-CNN
3625,Mask R-CNN,True,False,6,Random,0%,90%,,0.7764665849269219,0.7090337294271883,0.44014841556102907,0.6418829099717132,0.6357372390446601,0.5835396476734832,0.34958902948988346,0.5229553054026755,Mask R-CNN
3626,Mask R-CNN,True,False,6,Random,0%,100%,,0.7732537296508559,0.7117571446505282,0.43869930970088167,0.6412367280007552,0.6332572840443712,0.5858548629452281,0.3504825447833231,0.5231982305909741,Mask R-CNN
3627,Mask R-CNN,True,False,6,Random,0%,110%,,0.7727967178565662,0.7133748032540066,0.4434616856835289,0.6432110689313674,0.6332572840443712,0.5878122488186659,0.3535702168500083,0.5248799165710152,Mask R-CNN
3628,Mask R-CNN,True,False,6,Random,5%,90%,,0.775302631355937,0.7094857148293762,0.4223737214778248,0.6357206892210461,0.6344706670749631,0.5835396476734832,0.33732212555497315,0.5184441467678066,Mask R-CNN
3629,Mask R-CNN,True,False,6,Random,5%,100%,,0.774615026323843,0.7123094156142538,0.4614183107994916,0.6494475842458629,0.6339145261078631,0.5865964655020306,0.36862464476153256,0.5297118787904755,Mask R-CNN
3630,Mask R-CNN,True,False,6,Random,5%,110%,,0.7737254152709678,0.7178483241788672,0.4621584562199549,0.6512440652232633,0.6252640940752875,0.5821650558204473,0.36191997859734676,0.5231163761643606,Mask R-CNN
3631,Mask R-CNN,True,False,6,Random,10%,90%,,0.7768149407303965,0.7072511719184287,0.43687870959464625,0.6403149407478237,0.6290564047418479,0.574941039706108,0.3416984216657631,0.5152319553712398,Mask R-CNN
3632,Mask R-CNN,True,False,6,Random,10%,100%,,0.7725021031608352,0.7059385117750737,0.46790724102078024,0.6487826186522297,0.6325680795559372,0.5815152120902978,0.3717994303305731,0.5286275739922693,Mask R-CNN
3633,Mask R-CNN,True,False,6,Random,10%,110%,,0.7723528774060249,0.711914553743528,0.4462702300424626,0.6435125537306718,0.6335353545279211,0.5866992623303607,0.3555944212903964,0.5252763460495594,Mask R-CNN
3634,Mask R-CNN,True,False,6,Random,15%,90%,,0.7830561421923049,0.7156186576945169,0.4400156481268156,0.6462301493378791,0.6391525219375549,0.58642755152767,0.35139377886717243,0.5256579507774657,Mask R-CNN
3635,Mask R-CNN,True,False,6,Random,15%,100%,,0.773718207747625,0.7097737215019837,0.46052675538930565,0.6480062282129714,0.6331747710712332,0.5847493829128897,0.3663131674375522,0.5280791071405584,Mask R-CNN
3636,Mask R-CNN,True,False,6,Random,15%,110%,,0.773452283768619,0.712800598316157,0.4437796635981549,0.6433441818943104,0.6332067334961751,0.5863671612073205,0.35467949375563207,0.5247511294863758,Mask R-CNN
3637,Mask R-CNN,True,False,6,Distance Max,0%,90%,,0.7822939380495447,0.7149300399380241,0.43711797347879094,0.6447806504887866,0.6391978695844149,0.5877605644483789,0.34424434538293197,0.5237342598052419,Mask R-CNN
3638,Mask R-CNN,True,False,6,Distance Max,0%,100%,,0.7776980793380046,0.7174805972747638,0.4418425205952752,0.6456737324026812,0.635978159547496,0.5901395578651918,0.3517820846463726,0.5259666006863535,Mask R-CNN
3639,Mask R-CNN,True,False,6,Distance Max,0%,110%,,0.776871459400734,0.7117170050047723,0.42797597162863943,0.6388548120113817,0.635542153921617,0.5844062458945226,0.3407166935222762,0.5202216977794719,Mask R-CNN
3640,Mask R-CNN,True,False,6,Distance Max,5%,90%,,0.7823346215559097,0.7196193142909371,0.4444865039804734,0.6488134799424401,0.6391978695844149,0.5914602778787172,0.35093302486241784,0.5271970574418501,Mask R-CNN
3641,Mask R-CNN,True,False,6,Distance Max,5%,100%,,0.7751551840788182,0.7043023007162232,0.4399528577978229,0.6398034475309547,0.6159937601219595,0.5611466217097338,0.3352119048220269,0.5041174288845734,Mask R-CNN
3642,Mask R-CNN,True,False,6,Distance Max,5%,110%,,0.7695170986001039,0.7089947580545475,0.4379124127695416,0.6388080898080644,0.6305822285754752,0.5843818854806315,0.34699430838776996,0.5206528074812922,Mask R-CNN
3643,Mask R-CNN,True,False,6,Distance Max,10%,90%,,0.7837383988117596,0.719242101666641,0.43441465249459554,0.6457983843243319,0.6398124023919558,0.5898507508441471,0.34524087703530887,0.5249680100904706,Mask R-CNN
3644,Mask R-CNN,True,False,6,Distance Max,10%,100%,,0.7812980249638315,0.7124200114422032,0.4431781387636457,0.6456320583898935,0.6381373348082839,0.5847039219369154,0.35378410444099917,0.5255417870620662,Mask R-CNN
3645,Mask R-CNN,True,False,6,Distance Max,10%,110%,,0.772271614467671,0.7169101414826621,0.4540638895719996,0.6477485485074442,0.6241926987908876,0.5818970068266842,0.3520062628697719,0.5193653228291145,Mask R-CNN
3646,Mask R-CNN,True,False,6,Distance Max,15%,90%,,0.7490224257322915,0.6953878104825086,0.4136456193345166,0.6193519518497722,0.5974820746379725,0.5564837255204481,0.31194843230605634,0.4886380774881591,Mask R-CNN
3647,Mask R-CNN,True,False,6,Distance Max,15%,100%,,0.7419586306899569,0.6763471022421351,0.4142035398395631,0.6108364242572184,0.600575864527863,0.5490478331582613,0.320823106488981,0.4901489347250352,Mask R-CNN
3648,Mask R-CNN,True,False,6,Distance Max,15%,110%,,0.7312504236995541,0.6679810725038582,0.41186462992026485,0.6036987087078922,0.5943896279710162,0.5466296348771753,0.31934609701957484,0.4867884532892554,Mask R-CNN
3649,Mask R-CNN,True,False,6,Voronoi,0%,90%,,0.7830666918417921,0.7138210605601285,0.4417850140243652,0.6462242554754286,0.6394837813602099,0.5850964242302598,0.3511700114476762,0.5252500723460487,Mask R-CNN
3650,Mask R-CNN,True,False,6,Voronoi,0%,100%,,0.7740501183081796,0.7107477246995947,0.4441578790901234,0.6429852406992993,0.6338639755596671,0.5850964242302598,0.35445593561570105,0.5244721118018759,Mask R-CNN
3651,Mask R-CNN,True,False,6,Voronoi,0%,110%,,0.7726456726400653,0.7150581327848439,0.45022732610840704,0.6459770438444388,0.6328212784184921,0.5881958235108373,0.3618091071155026,0.5276087363482773,Mask R-CNN
3652,Mask R-CNN,True,False,6,Voronoi,5%,90%,,0.7748710597766127,0.7096035717132804,0.44389329778073605,0.6427893097568764,0.6344706670749631,0.5842553234886949,0.35510952349520286,0.5246118380196204,Mask R-CNN
3653,Mask R-CNN,True,False,6,Voronoi,5%,100%,,0.7737663770995804,0.7065917959889929,0.44250245816297157,0.6409535437505149,0.6335859050761172,0.5843525653962884,0.35290840416748853,0.5236156248799648,Mask R-CNN
3654,Mask R-CNN,True,False,6,Voronoi,5%,110%,,0.7730828745110526,0.7116971667397526,0.45195487561624914,0.6455783056223514,0.6332572840443712,0.5860294266169299,0.3634460518025661,0.5275775874879558,Mask R-CNN
3655,Mask R-CNN,True,False,6,Voronoi,10%,90%,,0.775871014515981,0.710868441136305,0.4371028252894441,0.64128076031391,0.6344706670749631,0.5845421539391473,0.3484021201521674,0.522471647055426,Mask R-CNN
3656,Mask R-CNN,True,False,6,Voronoi,10%,100%,,0.7741986561219877,0.7107477246995947,0.460010599605011,0.6483189934755311,0.6339145261078631,0.5850964242302598,0.3662080679921191,0.528406339443414,Mask R-CNN
3657,Mask R-CNN,True,False,6,Voronoi,10%,110%,,0.7722976377645441,0.7130320648575028,0.4434179969075818,0.6429158998432095,0.6328212784184921,0.5867403718805291,0.35373754126499873,0.5244330638546734,Mask R-CNN
3658,Mask R-CNN,True,False,6,Voronoi,15%,90%,,0.7755981157792834,0.7093386710147818,0.44216652471283835,0.6423677705023011,0.6347992881067092,0.5838682687052292,0.351857787980028,0.5235084482639889,Mask R-CNN
3659,Mask R-CNN,True,False,6,Voronoi,15%,100%,,0.7750913654211522,0.7114193785890613,0.4602352549285226,0.6489153329795787,0.6345212176231592,0.5859209753621879,0.366012734243165,0.5288183090761708,Mask R-CNN
3660,Mask R-CNN,True,False,6,Voronoi,15%,110%,,0.7736248112518921,0.7124692583395464,0.4457548376112473,0.6439496357342286,0.6332572840443712,0.5860890907237705,0.35630064050492793,0.5252156717576899,Mask R-CNN
3661,Mask R-CNN,True,False,7,Random,0%,90%,,0.7752662443647695,0.7091698245701991,0.42780157472496283,0.6374125478866437,0.6344706670749631,0.5837186232234914,0.34138571020943687,0.5198583335026306,Mask R-CNN
3662,Mask R-CNN,True,False,7,Random,0%,100%,,0.7738285479191307,0.7074713361498036,0.4676902081104414,0.6496633640597919,0.6335859050761172,0.5825110424569548,0.3737720212668763,0.5299563229333162,Mask R-CNN
3663,Mask R-CNN,True,False,7,Random,0%,110%,,0.7755654821053704,0.7111483093577575,0.4443755642000225,0.6436964518877167,0.6348524770458142,0.5855073104207541,0.35498898443186944,0.5251162572994793,Mask R-CNN
3664,Mask R-CNN,True,False,7,Random,5%,90%,,0.7748195145235559,0.7100259398861372,0.4388841226970956,0.6412431923689296,0.6343632824808301,0.5840618064861953,0.34702039391184203,0.5218151609596224,Mask R-CNN
3665,Mask R-CNN,True,False,7,Random,5%,100%,,0.7758771749747201,0.7108360504490565,0.4381686878650922,0.6416273044296229,0.6351810980775603,0.5852315074810398,0.34886980924143424,0.5230941382666782,Mask R-CNN
3666,Mask R-CNN,True,False,7,Random,5%,110%,,0.7723624601280626,0.7098208574155838,0.43867394142558525,0.6402857529897438,0.6332572840443712,0.5853771331047186,0.34957873829868735,0.5227377184825925,Mask R-CNN
3667,Mask R-CNN,True,False,7,Random,10%,90%,,0.7821131878817662,0.709959257179049,0.42177182898308335,0.6379480913479662,0.6393763967660768,0.5819063706711048,0.3368508050552522,0.519377857497478,Mask R-CNN
3668,Mask R-CNN,True,False,7,Random,10%,100%,,0.7738166579964345,0.7083591614993384,0.43517601303500386,0.6391172775102589,0.6335859050761172,0.582839663488701,0.34749595831337665,0.5213071756260649,Mask R-CNN
3669,Mask R-CNN,True,False,7,Random,10%,110%,,0.7734269318307704,0.7119755605876403,0.44720489043226375,0.6442024609502248,0.6332572840443712,0.5861307515433983,0.3575770916961387,0.5256550424279695,Mask R-CNN
3670,Mask R-CNN,True,False,7,Random,15%,90%,,0.7817417877804889,0.7122507734504518,0.4247397804808847,0.6395774472372752,0.6380841458691788,0.583648631973399,0.33983857126649075,0.5205237830363563,Mask R-CNN
3671,Mask R-CNN,True,False,7,Random,15%,100%,,0.7740137313170121,0.7096622088504908,0.45796237624180935,0.6472127721364374,0.6338639755596671,0.5842551512794215,0.3644305633092718,0.5275165633827867,Mask R-CNN
3672,Mask R-CNN,True,False,7,Random,15%,110%,,0.7738604166089057,0.711761893762077,0.4454230066687394,0.643681772346574,0.6335859050761172,0.585415184711386,0.3545399847011909,0.5245136914962314,Mask R-CNN
3673,Mask R-CNN,True,False,7,Distance Max,0%,90%,,0.7805401507048424,0.7159235189303056,0.4352466683063346,0.6439034459804942,0.6384332429267898,0.5886985153863298,0.3433929794082709,0.5235082459071302,Mask R-CNN
3674,Mask R-CNN,True,False,7,Distance Max,0%,100%,,0.7761810488423023,0.7137482818423457,0.44405724755953974,0.6446621927480626,0.635870774953363,0.5869782754728817,0.3533077264895038,0.5253855923052495,Mask R-CNN
3675,Mask R-CNN,True,False,7,Distance Max,0%,110%,,0.7699090217667678,0.7112709903413865,0.42965123014105816,0.6369437474164041,0.6311889200907712,0.5864917192988065,0.3406254091154843,0.5194353495016875,Mask R-CNN
3676,Mask R-CNN,True,False,7,Distance Max,5%,90%,,0.7798869024701649,0.7182555682327216,0.43939474634870024,0.6458457390171957,0.6376934878901598,0.5903857170735315,0.34656478398834833,0.5248813296506799,Mask R-CNN
3677,Mask R-CNN,True,False,7,Distance Max,5%,100%,,0.773936879548444,0.7107746333066314,0.43804800771195057,0.6409198401890086,0.635978159547496,0.5869782754728817,0.34910149104964816,0.5240193086900086,Mask R-CNN
3678,Mask R-CNN,True,False,7,Distance Max,5%,110%,,0.769295997800766,0.7108458582978491,0.4363349773962485,0.6388256111649545,0.6302963167996803,0.5858850277835106,0.34441644911991814,0.520199264567703,Mask R-CNN
3679,Mask R-CNN,True,False,7,Distance Max,10%,90%,,0.7837661375652534,0.7144623882053318,0.41704984902704006,0.6384261249325418,0.6398124023919558,0.5859041831383035,0.3305205138457877,0.5187456997920157,Mask R-CNN
3680,Mask R-CNN,True,False,7,Distance Max,10%,100%,,0.7759904579323945,0.7104580911106425,0.43516976465242374,0.6405394378984869,0.6365926923550369,0.5854214989161051,0.34757959460114085,0.5231979286240944,Mask R-CNN
3681,Mask R-CNN,True,False,7,Distance Max,10%,110%,,0.769458523317837,0.710925455925089,0.4305816515573131,0.6369885436000798,0.6308681403512701,0.5864490100428553,0.34269161048625413,0.52000292029346,Mask R-CNN
3682,Mask R-CNN,True,False,7,Distance Max,15%,90%,,0.7284289226704351,0.6624174207218873,0.3908401654101363,0.5938955029341528,0.5881791545133359,0.5353904913023043,0.2978716566020664,0.47381376747256887,Mask R-CNN
3683,Mask R-CNN,True,False,7,Distance Max,15%,100%,,0.723232533808592,0.6579953287732597,0.40151973384483775,0.5942491988088965,0.5865546374778601,0.5346326276888158,0.3072693299100434,0.47615219835890643,Mask R-CNN
3684,Mask R-CNN,True,False,7,Distance Max,15%,110%,,0.706734474262022,0.6417235842604251,0.3679175513801377,0.5721252033008615,0.5886489817002822,0.5406035616266086,0.2949341818920298,0.47472890840630694,Mask R-CNN
3685,Mask R-CNN,True,False,7,Voronoi,0%,90%,,0.7539792392995488,0.6838182732401608,0.4012949013247986,0.6130308046215027,0.6286835297405549,0.5743971767756613,0.3279296306512337,0.5103367790558166,Mask R-CNN
3686,Mask R-CNN,True,False,7,Voronoi,0%,100%,,0.7894848430406965,0.7339722841411734,0.4776929434430996,0.6670500235416564,0.6181340657256332,0.575041468744749,0.35867088145248394,0.5172821386409554,Mask R-CNN
3687,Mask R-CNN,True,False,7,Voronoi,0%,110%,,0.7732247157679398,0.7140471826630296,0.452157123593268,0.6464763406747458,0.6445466391488588,0.5980215787570234,0.36527008231496,0.5359461000736141,Mask R-CNN
3688,Mask R-CNN,True,False,7,Voronoi,5%,90%,,0.7781811855191547,0.7150615680268355,0.43847246449379695,0.6439050726799291,0.6161872016915342,0.5661824398782505,0.3380476813309223,0.5068057743002357,Mask R-CNN
3689,Mask R-CNN,True,False,7,Voronoi,5%,100%,,0.76764966872291,0.7015692646896707,0.4460029052143928,0.6384072795423246,0.6451919823691793,0.5944053920372487,0.3677974403502073,0.5357982715855453,Mask R-CNN
3690,Mask R-CNN,True,False,7,Voronoi,5%,110%,,0.762460082744183,0.7039622731187103,0.42239838309151784,0.6296069129848039,0.6402708253098643,0.5944429818373793,0.3521094179144515,0.5289410750205651,Mask R-CNN
3691,Mask R-CNN,True,False,7,Voronoi,10%,90%,,0.7745373385649233,0.7090595132555711,0.43426655023995087,0.6392878006868151,0.6341420460432171,0.5835396476734832,0.34552698875500554,0.521069560823902,Mask R-CNN
3692,Mask R-CNN,True,False,7,Voronoi,10%,100%,,0.7744202265110365,0.7109894294342378,0.4356157973313854,0.6403418177588865,0.6341925965914131,0.5852899620112259,0.34712808546018736,0.522203548020942,Mask R-CNN
3693,Mask R-CNN,True,False,7,Voronoi,10%,110%,,0.7802932007062585,0.7207350360480733,0.45624600176759816,0.6524247461739767,0.6311393224226876,0.5880769093325803,0.3589014504592759,0.5260392274048479,Mask R-CNN
3694,Mask R-CNN,True,False,7,Voronoi,15%,90%,,0.7748559015147234,0.7100233528631322,0.43665680174872745,0.6405120187088611,0.6343632824808301,0.5841463391887792,0.3474793675334483,0.5219963297343526,Mask R-CNN
3695,Mask R-CNN,True,False,7,Voronoi,15%,100%,,0.7912105124078912,0.7177781617516839,0.4855328074838674,0.6648404938811475,0.6471986872378027,0.5929975651477013,0.3838097016826782,0.5413353180227274,Mask R-CNN
